,tokenized_sentences,len,word_tokens,lower,no_punc,stopwords_removed,pos_tags
2799,"Fragment #13—Athenaeus, 35 C: ‘Menelaus, know that the gods made wine
the best thing for mortal man to scatter cares.’

Fragment #14—Laurentian Scholiast on Sophocles, Elect.",174,"['Fragment', '#', '13—Athenaeus', ',', '35', 'C', ':', '‘', 'Menelaus', ',', 'know', 'that', 'the', 'gods', 'made', 'wine', 'the', 'best', 'thing', 'for', 'mortal', 'man', 'to', 'scatter', 'cares.', '’', 'Fragment', '#', '14—Laurentian', 'Scholiast', 'on', 'Sophocles', ',', 'Elect', '.']","['fragment', '#', '13—athenaeus', ',', '35', 'c', ':', '‘', 'menelaus', ',', 'know', 'that', 'the', 'gods', 'made', 'wine', 'the', 'best', 'thing', 'for', 'mortal', 'man', 'to', 'scatter', 'cares.', '’', 'fragment', '#', '14—laurentian', 'scholiast', 'on', 'sophocles', ',', 'elect', '.']","['fragment', '13—athenaeus', '35', 'c', '‘', 'menelaus', 'know', 'that', 'the', 'gods', 'made', 'wine', 'the', 'best', 'thing', 'for', 'mortal', 'man', 'to', 'scatter', 'cares.', '’', 'fragment', '14—laurentian', 'scholiast', 'on', 'sophocles', 'elect']","['fragment', '13—athenaeus', '35', 'c', '‘', 'menelaus', 'know', 'gods', 'made', 'wine', 'best', 'thing', 'mortal', 'man', 'scatter', 'cares.', '’', 'fragment', '14—laurentian', 'scholiast', 'sophocles', 'elect']","[('fragment', 'NN'), ('13—athenaeus', 'CD'), ('35', 'CD'), ('c', 'NNS'), ('‘', 'JJ'), ('menelaus', 'NNS'), ('know', 'VBP'), ('gods', 'NNS'), ('made', 'VBN'), ('wine', 'JJ'), ('best', 'JJS'), ('thing', 'NN'), ('mortal', 'JJ'), ('man', 'NN'), ('scatter', 'NN'), ('cares.', 'NN'), ('’', 'NNP'), ('fragment', 'NN'), ('14—laurentian', 'CD'), ('scholiast', 'NN'), ('sophocles', 'NNS'), ('elect', 'VBP')]"
2800,"157: Either he
follows Homer who spoke of the three daughters of Agamemnon, or—like
the writer of the _Cypria_—he makes them four, (distinguishing)
Iphigeneia and Iphianassa.",174,"['157', ':', 'Either', 'he', 'follows', 'Homer', 'who', 'spoke', 'of', 'the', 'three', 'daughters', 'of', 'Agamemnon', ',', 'or—like', 'the', 'writer', 'of', 'the', '_Cypria_—he', 'makes', 'them', 'four', ',', '(', 'distinguishing', ')', 'Iphigeneia', 'and', 'Iphianassa', '.']","['157', ':', 'either', 'he', 'follows', 'homer', 'who', 'spoke', 'of', 'the', 'three', 'daughters', 'of', 'agamemnon', ',', 'or—like', 'the', 'writer', 'of', 'the', '_cypria_—he', 'makes', 'them', 'four', ',', '(', 'distinguishing', ')', 'iphigeneia', 'and', 'iphianassa', '.']","['157', 'either', 'he', 'follows', 'homer', 'who', 'spoke', 'of', 'the', 'three', 'daughters', 'of', 'agamemnon', 'or—like', 'the', 'writer', 'of', 'the', '_cypria_—he', 'makes', 'them', 'four', 'distinguishing', 'iphigeneia', 'and', 'iphianassa']","['157', 'either', 'follows', 'homer', 'spoke', 'three', 'daughters', 'agamemnon', 'or—like', 'writer', '_cypria_—he', 'makes', 'four', 'distinguishing', 'iphigeneia', 'iphianassa']","[('157', 'CD'), ('either', 'CC'), ('follows', 'VBZ'), ('homer', 'NN'), ('spoke', 'VBD'), ('three', 'CD'), ('daughters', 'NNS'), ('agamemnon', 'VBP'), ('or—like', 'IN'), ('writer', 'NN'), ('_cypria_—he', 'NNP'), ('makes', 'VBZ'), ('four', 'CD'), ('distinguishing', 'VBG'), ('iphigeneia', 'NN'), ('iphianassa', 'NN')]"
2801,"Fragment #15—3005 Contest of Homer and Hesiod: ‘So they feasted all day
long, taking nothing from their own houses; for Agamemnon, king of men,
provided for them.’

Fragment #16—Louvre Papyrus: ‘I never thought to enrage so terribly the
stout heart of Achilles, for very well I loved him.’

Fragment #17—Pausanias, iv.",318,"['Fragment', '#', '15—3005', 'Contest', 'of', 'Homer', 'and', 'Hesiod', ':', '‘', 'So', 'they', 'feasted', 'all', 'day', 'long', ',', 'taking', 'nothing', 'from', 'their', 'own', 'houses', ';', 'for', 'Agamemnon', ',', 'king', 'of', 'men', ',', 'provided', 'for', 'them.', '’', 'Fragment', '#', '16—Louvre', 'Papyrus', ':', '‘', 'I', 'never', 'thought', 'to', 'enrage', 'so', 'terribly', 'the', 'stout', 'heart', 'of', 'Achilles', ',', 'for', 'very', 'well', 'I', 'loved', 'him.', '’', 'Fragment', '#', '17—Pausanias', ',', 'iv', '.']","['fragment', '#', '15—3005', 'contest', 'of', 'homer', 'and', 'hesiod', ':', '‘', 'so', 'they', 'feasted', 'all', 'day', 'long', ',', 'taking', 'nothing', 'from', 'their', 'own', 'houses', ';', 'for', 'agamemnon', ',', 'king', 'of', 'men', ',', 'provided', 'for', 'them.', '’', 'fragment', '#', '16—louvre', 'papyrus', ':', '‘', 'i', 'never', 'thought', 'to', 'enrage', 'so', 'terribly', 'the', 'stout', 'heart', 'of', 'achilles', ',', 'for', 'very', 'well', 'i', 'loved', 'him.', '’', 'fragment', '#', '17—pausanias', ',', 'iv', '.']","['fragment', '15—3005', 'contest', 'of', 'homer', 'and', 'hesiod', '‘', 'so', 'they', 'feasted', 'all', 'day', 'long', 'taking', 'nothing', 'from', 'their', 'own', 'houses', 'for', 'agamemnon', 'king', 'of', 'men', 'provided', 'for', 'them.', '’', 'fragment', '16—louvre', 'papyrus', '‘', 'i', 'never', 'thought', 'to', 'enrage', 'so', 'terribly', 'the', 'stout', 'heart', 'of', 'achilles', 'for', 'very', 'well', 'i', 'loved', 'him.', '’', 'fragment', '17—pausanias', 'iv']","['fragment', '15—3005', 'contest', 'homer', 'hesiod', '‘', 'feasted', 'day', 'long', 'taking', 'nothing', 'houses', 'agamemnon', 'king', 'men', 'provided', 'them.', '’', 'fragment', '16—louvre', 'papyrus', '‘', 'never', 'thought', 'enrage', 'terribly', 'stout', 'heart', 'achilles', 'well', 'loved', 'him.', '’', 'fragment', '17—pausanias', 'iv']","[('fragment', 'JJ'), ('15—3005', 'CD'), ('contest', 'NN'), ('homer', 'NN'), ('hesiod', 'NN'), ('‘', 'NNP'), ('feasted', 'VBD'), ('day', 'NN'), ('long', 'RB'), ('taking', 'VBG'), ('nothing', 'NN'), ('houses', 'NNS'), ('agamemnon', 'VBP'), ('king', 'VBG'), ('men', 'NNS'), ('provided', 'VBD'), ('them.', 'NN'), ('’', 'NNP'), ('fragment', 'NN'), ('16—louvre', 'CD'), ('papyrus', 'NN'), ('‘', 'NNP'), ('never', 'RB'), ('thought', 'VBD'), ('enrage', 'NN'), ('terribly', 'RB'), ('stout', 'IN'), ('heart', 'NN'), ('achilles', 'NNS'), ('well', 'RB'), ('loved', 'VBD'), ('him.', 'JJ'), ('’', 'NNP'), ('fragment', 'NN'), ('17—pausanias', 'CD'), ('iv', 'NN')]"
2802,2.,2,"['2', '.']","['2', '.']",['2'],['2'],"[('2', 'CD')]"
2803,"7: The poet of the _Cypria_ says that
the wife of Protesilaus—who, when the Hellenes reached the Trojan
shore, first dared to land—was called Polydora, and was the daughter of
Meleager, the son of Oeneus.",204,"['7', ':', 'The', 'poet', 'of', 'the', '_Cypria_', 'says', 'that', 'the', 'wife', 'of', 'Protesilaus—who', ',', 'when', 'the', 'Hellenes', 'reached', 'the', 'Trojan', 'shore', ',', 'first', 'dared', 'to', 'land—was', 'called', 'Polydora', ',', 'and', 'was', 'the', 'daughter', 'of', 'Meleager', ',', 'the', 'son', 'of', 'Oeneus', '.']","['7', ':', 'the', 'poet', 'of', 'the', '_cypria_', 'says', 'that', 'the', 'wife', 'of', 'protesilaus—who', ',', 'when', 'the', 'hellenes', 'reached', 'the', 'trojan', 'shore', ',', 'first', 'dared', 'to', 'land—was', 'called', 'polydora', ',', 'and', 'was', 'the', 'daughter', 'of', 'meleager', ',', 'the', 'son', 'of', 'oeneus', '.']","['7', 'the', 'poet', 'of', 'the', '_cypria_', 'says', 'that', 'the', 'wife', 'of', 'protesilaus—who', 'when', 'the', 'hellenes', 'reached', 'the', 'trojan', 'shore', 'first', 'dared', 'to', 'land—was', 'called', 'polydora', 'and', 'was', 'the', 'daughter', 'of', 'meleager', 'the', 'son', 'of', 'oeneus']","['7', 'poet', '_cypria_', 'says', 'wife', 'protesilaus—who', 'hellenes', 'reached', 'trojan', 'shore', 'first', 'dared', 'land—was', 'called', 'polydora', 'daughter', 'meleager', 'son', 'oeneus']","[('7', 'CD'), ('poet', 'NN'), ('_cypria_', 'NNP'), ('says', 'VBZ'), ('wife', 'NN'), ('protesilaus—who', 'NN'), ('hellenes', 'NNS'), ('reached', 'VBD'), ('trojan', 'NN'), ('shore', 'NN'), ('first', 'RB'), ('dared', 'VBD'), ('land—was', 'NN'), ('called', 'VBN'), ('polydora', 'RB'), ('daughter', 'NN'), ('meleager', 'NN'), ('son', 'NN'), ('oeneus', 'NN')]"
2804,"Fragment #18—Eustathius, 119.",29,"['Fragment', '#', '18—Eustathius', ',', '119', '.']","['fragment', '#', '18—eustathius', ',', '119', '.']","['fragment', '18—eustathius', '119']","['fragment', '18—eustathius', '119']","[('fragment', 'NN'), ('18—eustathius', 'CD'), ('119', 'CD')]"
2805,"4: Some relate that Chryseis was taken
from Hypoplacian 3006 Thebes, and that she had not taken refuge there
nor gone there to sacrifice to Artemis, as the author of the _Cypria_
states, but was simply a fellow townswoman of Andromache.",236,"['4', ':', 'Some', 'relate', 'that', 'Chryseis', 'was', 'taken', 'from', 'Hypoplacian', '3006', 'Thebes', ',', 'and', 'that', 'she', 'had', 'not', 'taken', 'refuge', 'there', 'nor', 'gone', 'there', 'to', 'sacrifice', 'to', 'Artemis', ',', 'as', 'the', 'author', 'of', 'the', '_Cypria_', 'states', ',', 'but', 'was', 'simply', 'a', 'fellow', 'townswoman', 'of', 'Andromache', '.']","['4', ':', 'some', 'relate', 'that', 'chryseis', 'was', 'taken', 'from', 'hypoplacian', '3006', 'thebes', ',', 'and', 'that', 'she', 'had', 'not', 'taken', 'refuge', 'there', 'nor', 'gone', 'there', 'to', 'sacrifice', 'to', 'artemis', ',', 'as', 'the', 'author', 'of', 'the', '_cypria_', 'states', ',', 'but', 'was', 'simply', 'a', 'fellow', 'townswoman', 'of', 'andromache', '.']","['4', 'some', 'relate', 'that', 'chryseis', 'was', 'taken', 'from', 'hypoplacian', '3006', 'thebes', 'and', 'that', 'she', 'had', 'not', 'taken', 'refuge', 'there', 'nor', 'gone', 'there', 'to', 'sacrifice', 'to', 'artemis', 'as', 'the', 'author', 'of', 'the', '_cypria_', 'states', 'but', 'was', 'simply', 'a', 'fellow', 'townswoman', 'of', 'andromache']","['4', 'relate', 'chryseis', 'taken', 'hypoplacian', '3006', 'thebes', 'taken', 'refuge', 'gone', 'sacrifice', 'artemis', 'author', '_cypria_', 'states', 'simply', 'fellow', 'townswoman', 'andromache']","[('4', 'CD'), ('relate', 'NN'), ('chryseis', 'NN'), ('taken', 'VBN'), ('hypoplacian', 'JJ'), ('3006', 'CD'), ('thebes', 'NN'), ('taken', 'VBN'), ('refuge', 'NN'), ('gone', 'VBN'), ('sacrifice', 'JJ'), ('artemis', 'RB'), ('author', 'NN'), ('_cypria_', 'JJ'), ('states', 'NNS'), ('simply', 'RB'), ('fellow', 'JJ'), ('townswoman', 'NN'), ('andromache', 'NN')]"
2806,"Fragment #19—Pausanias, x.",26,"['Fragment', '#', '19—Pausanias', ',', 'x', '.']","['fragment', '#', '19—pausanias', ',', 'x', '.']","['fragment', '19—pausanias', 'x']","['fragment', '19—pausanias', 'x']","[('fragment', 'JJ'), ('19—pausanias', 'CD'), ('x', 'NN')]"
2807,31.,3,"['31', '.']","['31', '.']",['31'],['31'],"[('31', 'CD')]"
2808,"2: I know, because I have read it in the
epic _Cypria_, that Palamedes was drowned when he had gone out fishing,
and that it was Diomedes and Odysseus who caused his death.",172,"['2', ':', 'I', 'know', ',', 'because', 'I', 'have', 'read', 'it', 'in', 'the', 'epic', '_Cypria_', ',', 'that', 'Palamedes', 'was', 'drowned', 'when', 'he', 'had', 'gone', 'out', 'fishing', ',', 'and', 'that', 'it', 'was', 'Diomedes', 'and', 'Odysseus', 'who', 'caused', 'his', 'death', '.']","['2', ':', 'i', 'know', ',', 'because', 'i', 'have', 'read', 'it', 'in', 'the', 'epic', '_cypria_', ',', 'that', 'palamedes', 'was', 'drowned', 'when', 'he', 'had', 'gone', 'out', 'fishing', ',', 'and', 'that', 'it', 'was', 'diomedes', 'and', 'odysseus', 'who', 'caused', 'his', 'death', '.']","['2', 'i', 'know', 'because', 'i', 'have', 'read', 'it', 'in', 'the', 'epic', '_cypria_', 'that', 'palamedes', 'was', 'drowned', 'when', 'he', 'had', 'gone', 'out', 'fishing', 'and', 'that', 'it', 'was', 'diomedes', 'and', 'odysseus', 'who', 'caused', 'his', 'death']","['2', 'know', 'read', 'epic', '_cypria_', 'palamedes', 'drowned', 'gone', 'fishing', 'diomedes', 'odysseus', 'caused', 'death']","[('2', 'CD'), ('know', 'JJ'), ('read', 'VBN'), ('epic', 'JJ'), ('_cypria_', 'NNP'), ('palamedes', 'NNS'), ('drowned', 'VBD'), ('gone', 'VBN'), ('fishing', 'VBG'), ('diomedes', 'NNS'), ('odysseus', 'RB'), ('caused', 'VBD'), ('death', 'NN')]"
2809,"Fragment #20—Plato, Euthyphron, 12 A: ‘That it is Zeus who has done
this, and brought all these things to pass, you do not like to say; for
where fear is, there too is shame.’

Fragment #21—Herodian, On Peculiar Diction: ‘By him she conceived and
bare the Gorgons, fearful monsters who lived in Sarpedon, a rocky
island in deep-eddying Oceanus.’

Fragment #22—Clement of Alexandria, Stromateis vii.",398,"['Fragment', '#', '20—Plato', ',', 'Euthyphron', ',', '12', 'A', ':', '‘', 'That', 'it', 'is', 'Zeus', 'who', 'has', 'done', 'this', ',', 'and', 'brought', 'all', 'these', 'things', 'to', 'pass', ',', 'you', 'do', 'not', 'like', 'to', 'say', ';', 'for', 'where', 'fear', 'is', ',', 'there', 'too', 'is', 'shame.', '’', 'Fragment', '#', '21—Herodian', ',', 'On', 'Peculiar', 'Diction', ':', '‘', 'By', 'him', 'she', 'conceived', 'and', 'bare', 'the', 'Gorgons', ',', 'fearful', 'monsters', 'who', 'lived', 'in', 'Sarpedon', ',', 'a', 'rocky', 'island', 'in', 'deep-eddying', 'Oceanus.', '’', 'Fragment', '#', '22—Clement', 'of', 'Alexandria', ',', 'Stromateis', 'vii', '.']","['fragment', '#', '20—plato', ',', 'euthyphron', ',', '12', 'a', ':', '‘', 'that', 'it', 'is', 'zeus', 'who', 'has', 'done', 'this', ',', 'and', 'brought', 'all', 'these', 'things', 'to', 'pass', ',', 'you', 'do', 'not', 'like', 'to', 'say', ';', 'for', 'where', 'fear', 'is', ',', 'there', 'too', 'is', 'shame.', '’', 'fragment', '#', '21—herodian', ',', 'on', 'peculiar', 'diction', ':', '‘', 'by', 'him', 'she', 'conceived', 'and', 'bare', 'the', 'gorgons', ',', 'fearful', 'monsters', 'who', 'lived', 'in', 'sarpedon', ',', 'a', 'rocky', 'island', 'in', 'deep-eddying', 'oceanus.', '’', 'fragment', '#', '22—clement', 'of', 'alexandria', ',', 'stromateis', 'vii', '.']","['fragment', '20—plato', 'euthyphron', '12', 'a', '‘', 'that', 'it', 'is', 'zeus', 'who', 'has', 'done', 'this', 'and', 'brought', 'all', 'these', 'things', 'to', 'pass', 'you', 'do', 'not', 'like', 'to', 'say', 'for', 'where', 'fear', 'is', 'there', 'too', 'is', 'shame.', '’', 'fragment', '21—herodian', 'on', 'peculiar', 'diction', '‘', 'by', 'him', 'she', 'conceived', 'and', 'bare', 'the', 'gorgons', 'fearful', 'monsters', 'who', 'lived', 'in', 'sarpedon', 'a', 'rocky', 'island', 'in', 'deep-eddying', 'oceanus.', '’', 'fragment', '22—clement', 'of', 'alexandria', 'stromateis', 'vii']","['fragment', '20—plato', 'euthyphron', '12', '‘', 'zeus', 'done', 'brought', 'things', 'pass', 'like', 'say', 'fear', 'shame.', '’', 'fragment', '21—herodian', 'peculiar', 'diction', '‘', 'conceived', 'bare', 'gorgons', 'fearful', 'monsters', 'lived', 'sarpedon', 'rocky', 'island', 'deep-eddying', 'oceanus.', '’', 'fragment', '22—clement', 'alexandria', 'stromateis', 'vii']","[('fragment', 'JJ'), ('20—plato', 'CD'), ('euthyphron', 'NN'), ('12', 'CD'), ('‘', 'NN'), ('zeus', 'NN'), ('done', 'VBN'), ('brought', 'JJ'), ('things', 'NNS'), ('pass', 'NN'), ('like', 'IN'), ('say', 'VBP'), ('fear', 'JJ'), ('shame.', 'JJ'), ('’', 'NNP'), ('fragment', 'NN'), ('21—herodian', 'CD'), ('peculiar', 'JJ'), ('diction', 'NN'), ('‘', 'NNP'), ('conceived', 'VBD'), ('bare', 'JJ'), ('gorgons', 'NNS'), ('fearful', 'JJ'), ('monsters', 'NNS'), ('lived', 'VBD'), ('sarpedon', 'JJ'), ('rocky', 'JJ'), ('island', 'NN'), ('deep-eddying', 'NN'), ('oceanus.', 'NN'), ('’', 'NNP'), ('fragment', 'NN'), ('22—clement', 'CD'), ('alexandria', 'NN'), ('stromateis', 'NN'), ('vii', 'NN')]"
2810,2.,2,"['2', '.']","['2', '.']",['2'],['2'],"[('2', 'CD')]"
2811,"19: Again,
Stasinus says: ‘He is a simple man who kills the father and lets the
children live.’




THE AETHIOPIS

Fragment #1—Proclus, Chrestomathia, ii: The _Cypria_, described in the
preceding book, has its sequel in the _Iliad_ of Homer, which is
followed in turn by the five books of the _Aethiopis_, the work of
Arctinus of Miletus.",338,"['19', ':', 'Again', ',', 'Stasinus', 'says', ':', '‘', 'He', 'is', 'a', 'simple', 'man', 'who', 'kills', 'the', 'father', 'and', 'lets', 'the', 'children', 'live.', '’', 'THE', 'AETHIOPIS', 'Fragment', '#', '1—Proclus', ',', 'Chrestomathia', ',', 'ii', ':', 'The', '_Cypria_', ',', 'described', 'in', 'the', 'preceding', 'book', ',', 'has', 'its', 'sequel', 'in', 'the', '_Iliad_', 'of', 'Homer', ',', 'which', 'is', 'followed', 'in', 'turn', 'by', 'the', 'five', 'books', 'of', 'the', '_Aethiopis_', ',', 'the', 'work', 'of', 'Arctinus', 'of', 'Miletus', '.']","['19', ':', 'again', ',', 'stasinus', 'says', ':', '‘', 'he', 'is', 'a', 'simple', 'man', 'who', 'kills', 'the', 'father', 'and', 'lets', 'the', 'children', 'live.', '’', 'the', 'aethiopis', 'fragment', '#', '1—proclus', ',', 'chrestomathia', ',', 'ii', ':', 'the', '_cypria_', ',', 'described', 'in', 'the', 'preceding', 'book', ',', 'has', 'its', 'sequel', 'in', 'the', '_iliad_', 'of', 'homer', ',', 'which', 'is', 'followed', 'in', 'turn', 'by', 'the', 'five', 'books', 'of', 'the', '_aethiopis_', ',', 'the', 'work', 'of', 'arctinus', 'of', 'miletus', '.']","['19', 'again', 'stasinus', 'says', '‘', 'he', 'is', 'a', 'simple', 'man', 'who', 'kills', 'the', 'father', 'and', 'lets', 'the', 'children', 'live.', '’', 'the', 'aethiopis', 'fragment', '1—proclus', 'chrestomathia', 'ii', 'the', '_cypria_', 'described', 'in', 'the', 'preceding', 'book', 'has', 'its', 'sequel', 'in', 'the', '_iliad_', 'of', 'homer', 'which', 'is', 'followed', 'in', 'turn', 'by', 'the', 'five', 'books', 'of', 'the', '_aethiopis_', 'the', 'work', 'of', 'arctinus', 'of', 'miletus']","['19', 'stasinus', 'says', '‘', 'simple', 'man', 'kills', 'father', 'lets', 'children', 'live.', '’', 'aethiopis', 'fragment', '1—proclus', 'chrestomathia', 'ii', '_cypria_', 'described', 'preceding', 'book', 'sequel', '_iliad_', 'homer', 'followed', 'turn', 'five', 'books', '_aethiopis_', 'work', 'arctinus', 'miletus']","[('19', 'CD'), ('stasinus', 'NN'), ('says', 'VBZ'), ('‘', 'JJ'), ('simple', 'JJ'), ('man', 'NN'), ('kills', 'VBZ'), ('father', 'JJ'), ('lets', 'NNS'), ('children', 'NNS'), ('live.', 'VBP'), ('’', 'JJ'), ('aethiopis', 'JJ'), ('fragment', 'NN'), ('1—proclus', 'CD'), ('chrestomathia', 'NN'), ('ii', 'NN'), ('_cypria_', 'NNP'), ('described', 'VBD'), ('preceding', 'VBG'), ('book', 'NN'), ('sequel', 'NN'), ('_iliad_', 'NNP'), ('homer', 'NN'), ('followed', 'VBD'), ('turn', 'VBP'), ('five', 'CD'), ('books', 'NNS'), ('_aethiopis_', 'JJ'), ('work', 'NN'), ('arctinus', 'NN'), ('miletus', 'NN')]"
2812,Their contents are as follows.,30,"['Their', 'contents', 'are', 'as', 'follows', '.']","['their', 'contents', 'are', 'as', 'follows', '.']","['their', 'contents', 'are', 'as', 'follows']","['contents', 'follows']","[('contents', 'NNS'), ('follows', 'VBZ')]"
2813,"The Amazon
Penthesileia, the daughter of Ares and of Thracian race, comes to aid
the Trojans, and after showing great prowess, is killed by Achilles and
buried by the Trojans.",175,"['The', 'Amazon', 'Penthesileia', ',', 'the', 'daughter', 'of', 'Ares', 'and', 'of', 'Thracian', 'race', ',', 'comes', 'to', 'aid', 'the', 'Trojans', ',', 'and', 'after', 'showing', 'great', 'prowess', ',', 'is', 'killed', 'by', 'Achilles', 'and', 'buried', 'by', 'the', 'Trojans', '.']","['the', 'amazon', 'penthesileia', ',', 'the', 'daughter', 'of', 'ares', 'and', 'of', 'thracian', 'race', ',', 'comes', 'to', 'aid', 'the', 'trojans', ',', 'and', 'after', 'showing', 'great', 'prowess', ',', 'is', 'killed', 'by', 'achilles', 'and', 'buried', 'by', 'the', 'trojans', '.']","['the', 'amazon', 'penthesileia', 'the', 'daughter', 'of', 'ares', 'and', 'of', 'thracian', 'race', 'comes', 'to', 'aid', 'the', 'trojans', 'and', 'after', 'showing', 'great', 'prowess', 'is', 'killed', 'by', 'achilles', 'and', 'buried', 'by', 'the', 'trojans']","['amazon', 'penthesileia', 'daughter', 'ares', 'thracian', 'race', 'comes', 'aid', 'trojans', 'showing', 'great', 'prowess', 'killed', 'achilles', 'buried', 'trojans']","[('amazon', 'NN'), ('penthesileia', 'NN'), ('daughter', 'NN'), ('ares', 'VBZ'), ('thracian', 'JJ'), ('race', 'NN'), ('comes', 'VBZ'), ('aid', 'JJ'), ('trojans', 'NNS'), ('showing', 'VBG'), ('great', 'JJ'), ('prowess', 'NN'), ('killed', 'VBD'), ('achilles', 'NNS'), ('buried', 'VBN'), ('trojans', 'NNS')]"
2814,"Achilles then slays Thersites for abusing and
reviling him for his supposed love for Penthesileia.",98,"['Achilles', 'then', 'slays', 'Thersites', 'for', 'abusing', 'and', 'reviling', 'him', 'for', 'his', 'supposed', 'love', 'for', 'Penthesileia', '.']","['achilles', 'then', 'slays', 'thersites', 'for', 'abusing', 'and', 'reviling', 'him', 'for', 'his', 'supposed', 'love', 'for', 'penthesileia', '.']","['achilles', 'then', 'slays', 'thersites', 'for', 'abusing', 'and', 'reviling', 'him', 'for', 'his', 'supposed', 'love', 'for', 'penthesileia']","['achilles', 'slays', 'thersites', 'abusing', 'reviling', 'supposed', 'love', 'penthesileia']","[('achilles', 'NNS'), ('slays', 'NNS'), ('thersites', 'NNS'), ('abusing', 'VBG'), ('reviling', 'VBG'), ('supposed', 'VBN'), ('love', 'NN'), ('penthesileia', 'NN')]"
